,loss,accuracy,val_loss,val_accuracy
0,0.9007633924484253,0.5121951103210449,217233424384.0,0.48701298236846924
1,1.550051212310791,0.5349593758583069,3015916640010240.0,0.48701298236846924
2,1.5869054794311523,0.5235772132873535,141576533704704.0,0.5129870176315308
3,1.6325109004974365,0.5154471397399902,49481672294400.0,0.48701298236846924
4,1.5708117485046387,0.5252032279968262,6264956387328.0,0.5129870176315308
5,1.1775919198989868,0.4943089485168457,10474167992320.0,0.48701298236846924
6,0.973588228225708,0.497560977935791,169066987520.0,0.5129870176315308
7,0.9078683853149414,0.5040650367736816,15872020480.0,0.48701298236846924
8,1.1101280450820923,0.47804877161979675,936870016.0,0.48701298236846924
9,1.1113117933273315,0.49268293380737305,193975408.0,0.5129870176315308
10,0.8034785389900208,0.5121951103210449,66796492.0,0.48701298236846924
11,1.2639344930648804,0.49268293380737305,30073304.0,0.48701298236846924
12,1.044130802154541,0.49268293380737305,2221186.25,0.5129870176315308
13,1.0200939178466797,0.5121951103210449,1579838.125,0.5129870176315308
14,0.9512715935707092,0.5138211250305176,4019551.25,0.48701298236846924
15,1.0442993640899658,0.5008130073547363,1603037.75,0.48701298236846924
16,0.8810638189315796,0.5008130073547363,1601953.5,0.5129870176315308
17,0.9574219584465027,0.4829268157482147,478779.6875,0.5129870176315308
18,0.8024663329124451,0.4796747863292694,656331.3125,0.48701298236846924
19,0.8162152171134949,0.502439022064209,252019.421875,0.5129870176315308
20,0.8450514674186707,0.5219511985778809,556568.3125,0.5129870176315308
21,0.846294105052948,0.5138211250305176,260194.15625,0.5129870176315308
22,0.7672654390335083,0.502439022064209,95020.5546875,0.48701298236846924
23,0.8213151693344116,0.4910569190979004,103386.578125,0.5129870176315308
24,0.7555829882621765,0.49593496322631836,267458.375,0.5129870176315308
25,0.8463920950889587,0.5138211250305176,278312.40625,0.5129870176315308
26,0.779715359210968,0.4829268157482147,190756.8125,0.5129870176315308
27,0.7199194431304932,0.5105690956115723,84454.9609375,0.5129870176315308
28,0.8105664253234863,0.5040650367736816,131116.734375,0.5129870176315308
29,0.7786341309547424,0.4910569190979004,207039.640625,0.5129870176315308
30,0.8397207856178284,0.5105690956115723,219844.984375,0.5129870176315308
31,0.80727618932724,0.48943090438842773,197243.921875,0.5129870176315308
32,0.7401207089424133,0.4861788749694824,150820.828125,0.5129870176315308
33,0.7982873320579529,0.5040650367736816,142013.78125,0.5129870176315308
34,0.7408276796340942,0.5040650367736816,181820.515625,0.5129870176315308
35,0.778962254524231,0.4682926833629608,205037.8125,0.5129870176315308
36,0.8391149044036865,0.5186991691589355,216560.046875,0.5129870176315308
37,0.8197908997535706,0.5203251838684082,217466.75,0.5129870176315308
38,0.7690090537071228,0.48455286026000977,212777.796875,0.5129870176315308
39,0.7498773336410522,0.4796747863292694,225494.390625,0.5129870176315308
40,0.7461952567100525,0.48455286026000977,273996.0,0.5129870176315308
41,0.7469161748886108,0.5186991691589355,332166.84375,0.5129870176315308
42,0.7744033932685852,0.5186991691589355,372361.1875,0.5129870176315308
43,0.766829788684845,0.5186991691589355,396203.75,0.5129870176315308
44,0.7306667566299438,0.5186991691589355,403848.6875,0.5129870176315308
45,0.7208946347236633,0.47804877161979675,427561.78125,0.5129870176315308
46,0.7180811166763306,0.4796747863292694,483666.84375,0.5129870176315308
47,0.6988446116447449,0.48943090438842773,545588.8125,0.5129870176315308
48,0.7311201691627502,0.5203251838684082,608816.9375,0.5129870176315308
49,0.7371186017990112,0.5105690956115723,671135.5625,0.5129870176315308
